Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"ANDFJORD SALMON GR";NO0010829765;ANDF;"Euronext Growth Oslo";NOK;31.10;31.90;30.70;31.90;"26/08/2024 16:25";CET;12976;'405371.80;31.90;26/08/2024
"ANDINO GLOBAL";ES0105744009;MLAIG;"Euronext Access Paris";EUR;3.20;3.20;3.20;3.20;"12/02/2024 16:30";CET;2;6.40;3.20;26/08/2024
ANHEUSER-BUSCH;BE0974293251;1ABI;"Euronext Global Equity Market";EUR;55.04;55.04;55.04;55.04;"26/08/2024 14:35";CET;150;8256.00;55.02;26/08/2024
ANHEUSER-BUSCH;BE0974293251;2ABI;"Trading After Hours";EUR;54.30;54.30;54.30;54.30;"22/06/2023 19:39";CET;3;162.90;55.02;31/07/2024
ANHEUSER-BUSCH;BE0974293251;4ABI;EuroTLX;EUR;58.02;58.02;58.02;58.02;"'07/06/2024 13:48";CET;150;8703.00;55.04;26/08/2024
"ANIMA HOLDING";IT0004998065;ANIM;"Euronext Milan";EUR;4.944;4.946;4.886;4.924;"26/08/2024 17:35";CET;344282;'1694258.76;4.924;26/08/2024
"ANTARES VISION";IT0005366601;AV;"Euronext Milan";EUR;3.06;3.22;3.06;3.20;"26/08/2024 17:35";CET;83322;'263481.89;3.20;26/08/2024
"ANTIN INFRA PARTN";FR0014005AL0;2ANTIN;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"ANTIN INFRA PARTN";FR0014005AL0;ANTIN;"Euronext Paris";EUR;12.38;12.42;12.20;12.28;"26/08/2024 17:35";CET;7518;92368.62;12.28;26/08/2024
APERAM;LU0569974404;APAM;"Euronext Amsterdam, Brussels, Paris";EUR;25.62;25.86;25.36;25.86;"26/08/2024 17:35";CET;112461;'2896968.52;25.86;26/08/2024
APERAM;LU0569974404;2APAM;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"APODACA INVERSIONE";ES0105658001;MLASO;"Euronext Access Paris";EUR;70.00;70.00;70.00;70.00;"'07/11/2022 00:00";CET;-;-;70.00;26/08/2024
APPLE;US0378331005;4AAPL;EuroTLX;EUR;203.10;203.55;203.10;203.40;"26/08/2024 15:39";CET;140;28455.50;201.55;26/08/2024
APPLE;US0378331005;1AAPL;"Euronext Global Equity Market";EUR;203.15;203.50;200.50;201.65;"26/08/2024 17:35";CET;2251;'455175.95;201.65;26/08/2024
APPLE;US0378331005;2AAPL;"Trading After Hours";EUR;206.20;206.20;205.55;205.55;"31/07/2024 19:38";CET;27;5554.40;205.70;31/07/2024
"APPLIED MATERIALS";US0382221051;2AMAT;"Trading After Hours";EUR;192.98;192.98;192.98;192.98;"24/07/2024 19:07";CET;1;192.98;192.74;31/07/2024
"APPLIED MATERIALS";US0382221051;1AMAT;"Euronext Global Equity Market";EUR;182.60;182.68;179.32;179.32;"23/08/2024 16:51";CET;37;6725.40;176.08;26/08/2024
"APPLIED MATERIALS";US0382221051;4AMAT;EuroTLX;EUR;205.00;205.00;205.00;205.00;"18/07/2024 12:07";CET;7;1435.00;175.98;26/08/2024
"AQUA BIO TECHNO";NO0010307135;ABTEC;"Euronext Expand Oslo";NOK;3.65;3.65;3.29;3.37;"26/08/2024 16:14";CET;244909;'821238.25;3.37;26/08/2024
AQUAFIL;IT0005241192;ECNL;"Euronext Milan";EUR;2.97;2.97;2.865;2.90;"26/08/2024 17:35";CET;19189;55454.19;2.90;26/08/2024
AQUILA;FR0010340711;ALAQU;"Euronext Growth Paris";EUR;3.98;3.98;3.98;3.98;"16/08/2024 16:52";CET;126;501.48;3.98;26/08/2024
AQUILA;GB00BK6RLF66;AERI;"Euronext Growth Dublin";EUR;'0.7626;'0.7626;'0.7626;'0.7626;"26/02/2024 20:46";IST;10000;7626.00;'0.735;26/08/2024
"AQUILA HOLDINGS";NO0010778095;AQUIL;"Euronext Expand Oslo";NOK;'0.712;'0.744;'0.712;'0.744;"26/08/2024 16:29";CET;119436;86593.09;'0.744;26/08/2024
"ARAMIS GROUP";FR0014003U94;ARAMI;"Euronext Paris";EUR;5.38;5.47;5.28;5.34;"26/08/2024 17:37";CET;42910;'231497.23;5.34;26/08/2024
ARCADIS;NL0006237562;2ARCAD;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
ARCADIS;NL0006237562;ARCAD;"Euronext Amsterdam";EUR;63.95;64.20;63.50;64.00;"26/08/2024 17:35";CET;93083;'5946845.20;64.00;26/08/2024
"ARCELOR MITT LUX";LU0006047129;-;"Euronext Expert Market";EUR;101.00;101.00;93.00;93.00;"31/12/2002 00:00";CET;104;10112.00;123.00;26/08/2024
"ARCELORMITT SCHIFF";LU0006067663;-;"Euronext Expert Market";EUR;1.01;1.01;1.01;1.01;"25/07/2023 11:30";CET;10;10.10;1.01;26/08/2024
ARCELORMITTAL;LU1598757687;4MT;EuroTLX;EUR;20.11;20.11;20.11;20.11;"'07/08/2024 15:16";CET;35;703.85;20.98;26/08/2024
"ARCELORMITTAL SA";LU1598757687;MT;"Euronext Amsterdam, Paris";EUR;20.90;21.07;20.85;21.01;"26/08/2024 17:36";CET;1675983;'35176123.03;21.01;26/08/2024
ARCHER;BMG0451H2087;ARCH;"Oslo Børs";NOK;23.86;24.64;23.86;24.60;"26/08/2024 16:25";CET;51563;'1255860.55;24.60;26/08/2024
ARCHER-DANIELS-MID;US0394831020;1ADM;"Euronext Global Equity Market";EUR;53.21;53.21;53.21;53.21;"22/08/2024 16:20";CET;38;2021.98;54.05;26/08/2024
ARCHER-DANIELS-MID;US0394831020;2ADM;"Trading After Hours";EUR;51.60;51.60;51.60;51.60;"'01/02/2024 18:09";CET;29;1496.40;56.95;31/07/2024
ARCHER-DANIELS-MID;US0394831020;4ADM;EuroTLX;EUR;58.03;58.03;58.03;58.03;"23/05/2024 09:03";CET;4;232.12;54.12;26/08/2024
ARCHOS;FR001400KO61;ALJXR;"Euronext Growth Paris";EUR;'0.127;'0.1296;'0.124;'0.127;"26/08/2024 17:35";CET;173344;21891.06;'0.127;26/08/2024
"ARCTIC BIOSCIENCE";NO0010859580;ABS;"Euronext Growth Oslo";NOK;15.70;15.70;14.10;14.60;"26/08/2024 13:26";CET;3340;50012.60;14.60;26/08/2024
"ARCTIC FISH HOLDIN";NO0010917719;AFISH;"Euronext Growth Oslo";NOK;52.00;52.00;48.80;50.00;"26/08/2024 16:18";CET;4085;'206224.00;50.00;26/08/2024
"ARCTICZYMES TECHNO";NO0010014632;AZT;"Oslo Børs";NOK;20.65;21.10;20.65;21.10;"26/08/2024 16:25";CET;10673;'223832.00;21.10;26/08/2024
ARCURE;FR0013398997;ALCUR;"Euronext Growth Paris";EUR;6.32;6.32;6.18;6.24;"26/08/2024 17:35";CET;4598;28620.42;6.24;26/08/2024
"ARDOIN ST AMAND A";FR0005057635;MLARD;"Euronext Access Paris";EUR;244.00;244.00;244.00;244.00;"30/07/2024 11:30";CET;10;2440.00;244.00;26/08/2024
"ARDOIN ST AMAND B";FR0004070795;ARDO;"Euronext Access Paris";EUR;72.00;72.00;72.00;72.00;"'03/08/2020 16:30";CET;2;144.00;72.00;26/08/2024
"AREF THALASSA";ES0105661005;MLARE;"Euronext Access Paris";EUR;8.75;8.75;8.75;8.75;"17/11/2022 00:00";CET;-;-;8.75;26/08/2024
"ARENDALS FOSSEKOMP";NO0003572802;AFK;"Oslo Børs";NOK;164.40;164.40;162.80;162.80;"26/08/2024 16:25";CET;4691;'769765.60;162.80;26/08/2024
ARGAN;FR0010481960;ARG;"Euronext Paris";EUR;77.50;78.30;77.40;78.20;"26/08/2024 17:35";CET;2098;'163773.40;78.20;26/08/2024
"ARGENX SE";NL0010832176;ARGX;"Euronext Brussels";EUR;464.10;468.80;463.80;467.10;"26/08/2024 17:35";CET;21449;'10002701.45;467.10;26/08/2024
"ARGENX SE";NL0010832176;2ARGX;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
ARGEO;NO0013257410;ARGEO;"Euronext Growth Oslo";NOK;12.424;12.60;12.002;12.50;"26/08/2024 16:25";CET;69929;'861976.27;12.50;26/08/2024
"ARIMELIA ITG";ES0105601001;MLARI;"Euronext Access Paris";EUR;2.97;2.97;2.97;2.97;"17/09/2021 00:00";CET;-;-;2.98;26/08/2024
"ARISTON HOLDING";NL0015000N33;ARIS;"Euronext Milan";EUR;4.102;4.196;4.086;4.16;"26/08/2024 17:35";CET;250767;'1040223.09;4.16;26/08/2024
ARKEMA;FR0010313833;4AKE;EuroTLX;EUR;77.60;77.60;77.60;77.60;"'06/08/2024 17:28";CET;6;465.60;81.90;26/08/2024
ARKEMA;FR0010313833;AKE;"Euronext Paris";EUR;81.50;82.10;80.85;81.80;"26/08/2024 17:35";CET;36402;'2971979.10;81.80;26/08/2024
ARKEMA;FR0010313833;2AKE;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"ARKIMEDES FONDS";BE0945331669;-;"Euronext Expert Market";EUR;2.44;2.44;2.44;2.44;"'06/08/2024 11:30";CET;30;73.20;2.44;26/08/2024
ARMA;BE0051300847;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-;-;-
"AROCA DEL PINAR";ES0105486007;MLARO;"Euronext Access Paris";EUR;14.60;14.60;14.60;14.60;"16/08/2020 00:00";CET;-;-;14.30;26/08/2024
"ARRAS GROUP";IT0005540676;AGU;"Euronext Growth Milan";EUR;'0.93;'0.93;'0.93;'0.93;"26/01/2024 17:35";CET;30000;27900.00;'0.93;26/08/2024
"ARRIBATEC GROUP";NO0012861667;ARR;"Oslo Børs";NOK;3.01;3.06;2.96;3.02;"26/08/2024 16:25";CET;58030;'174711.58;3.02;26/08/2024
ARTEA;FR0012185536;ARTE;"Euronext Paris";EUR;9.10;9.20;9.10;9.20;"26/08/2024 13:06";CET;13;119.50;9.20;26/08/2024
"ARTERRA BIOSCIENCE";IT0005386369;ARBS;"Euronext Growth Milan";EUR;2.06;2.10;2.06;2.08;"23/08/2024 17:20";CET;15000;30960.00;2.08;26/08/2024
"ARTMARKET COM";FR0000074783;PRC;"Euronext Paris";EUR;4.60;4.65;4.56;4.56;"26/08/2024 15:50";CET;2484;11451.30;4.56;26/08/2024
"ARTOIS NOM.";FR0000076952;ARTO;"Euronext Paris";EUR;5400.00;5400.00;5400.00;5400.00;"23/08/2024 12:32";CET;4;21600.00;5400.00;26/08/2024
"ARVERNE GROUP";FR001400JWR8;ARVEN;"Euronext Paris";EUR;5.46;5.48;5.46;5.48;"26/08/2024 13:41";CET;247;1353.54;5.48;26/08/2024
"ARVERNE WARRANT";FR0014003AC4;ARVBS;"Euronext Paris";EUR;'0.15;'0.15;'0.15;'0.15;"10/06/2024 09:34";CET;750;112.50;'0.15;26/08/2024
ASCENCIO;BE0003856730;ASCE;"Euronext Brussels";EUR;48.00;48.35;47.90;48.00;"26/08/2024 17:35";CET;6277;'301656.10;48.00;26/08/2024
ASCOPIAVE;IT0004093263;ASC;"Euronext Milan";EUR;2.685;2.685;2.65;2.655;"26/08/2024 17:35";CET;91067;'242111.94;2.655;26/08/2024
"ASHLER ET MANSON";FR0012968485;MLAEM;"Euronext Access Paris";EUR;3.08;3.08;3.08;3.08;"12/06/2024 16:30";CET;30;92.40;3.08;26/08/2024
"ASKOLL EVA";IT0005337123;EVA;"Euronext Growth Milan";EUR;'0.219;'0.22;'0.219;'0.219;"26/08/2024 17:35";CET;21500;4710.00;'0.219;26/08/2024
"ASM INTERNATIONAL";NL0000334118;4ASM;EuroTLX;EUR;563.60;563.60;563.60;563.60;"'07/08/2024 12:27";CET;12;6763.20;591.40;26/08/2024
"ASM INTERNATIONAL";NL0000334118;2ASM;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"ASM INTERNATIONAL";NL0000334118;ASM;"Euronext Amsterdam";EUR;592.80;597.40;586.60;591.80;"26/08/2024 17:37";CET;85616;'51230362.80;591.80;26/08/2024
ASML;NL0010273215;2ASML;"Trading After Hours";EUR;803.00;803.00;803.00;803.00;"30/07/2024 19:02";CET;1;803.00;850.40;31/07/2024
ASML;NL0010273215;4ASML;EuroTLX;EUR;811.30;811.30;811.30;811.30;"26/08/2024 12:40";CET;4;3245.20;797.20;26/08/2024
ASML;NL0010273215;1ASML;"Euronext Global Equity Market";EUR;849.00;849.00;791.80;797.70;"26/08/2024 17:26";CET;527;'425738.10;797.20;26/08/2024
"ASML HOLDING";NL0010273215;ASML;"Euronext Amsterdam";EUR;811.50;814.60;791.20;797.00;"26/08/2024 17:39";CET;379265;'304711639.30;797.00;26/08/2024
"ASR NEDERLAND";NL0011872643;2ASRNL;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"ASR NEDERLAND";NL0011872643;ASRNL;"Euronext Amsterdam";EUR;45.47;45.95;45.36;45.89;"26/08/2024 17:35";CET;277065;'12676184.14;45.89;26/08/2024
ASSYSTEM;FR0000074148;ASY;"Euronext Paris";EUR;51.00;52.20;51.00;51.60;"26/08/2024 17:35";CET;8570;'444598.10;51.60;26/08/2024
"ASTICKSO XXI";ES0105708004;MLAST;"Euronext Access Paris";EUR;9.85;9.85;9.85;9.85;"20/07/2023 00:00";CET;-;-;9.85;26/08/2024
AT&T;US00206R1023;4T;EuroTLX;EUR;17.354;17.354;16.80;16.80;"'09/07/2024 12:26";CET;250;4216.07;17.762;26/08/2024
AT&T;US00206R1023;1T;"Euronext Global Equity Market";EUR;17.562;17.562;17.562;17.562;"26/08/2024 11:45";CET;200;3512.40;17.78;26/08/2024
AT&T;US00206R1023;2T;"Trading After Hours";EUR;17.576;17.576;17.576;17.576;"30/07/2024 18:59";CET;1;17.58;17.718;31/07/2024
ATARI;FR0010478248;ALATA;"Euronext Growth Paris";EUR;'0.0998;'0.1025;'0.0998;'0.10;"26/08/2024 17:35";CET;92833;9335.88;'0.10;26/08/2024
ATEA;NO0004822503;ATEA;"Oslo Børs";NOK;141.00;144.20;140.00;144.20;"26/08/2024 16:25";CET;40776;'5821423.20;144.20;26/08/2024
ATEME;FR0011992700;ATEME;"Euronext Paris";EUR;3.61;3.82;3.61;3.80;"26/08/2024 17:35";CET;30254;'112085.41;3.80;26/08/2024
ATENOR;BE0003837540;ATEB;"Euronext Brussels";EUR;5.39;5.45;5.39;5.39;"26/08/2024 17:08";CET;4091;22058.09;5.39;26/08/2024
ATLAND;FR0013455482;ATLD;"Euronext Paris";EUR;44.00;44.00;43.80;43.80;"26/08/2024 17:35";CET;32;1405.40;43.80;26/08/2024
"ATLANTIC SAPPHIRE";NO0013249896;ASA;"Oslo Børs";NOK;1.009;1.009;'0.811;'0.8431;"26/08/2024 16:25";CET;3921095;'3451162.13;'0.8431;26/08/2024
ATON;FR0004153930;ALTAO;"Euronext Growth Paris";EUR;'0.0112;'0.0117;'0.0112;'0.0114;"26/08/2024 17:12";CET;174086;2019.27;'0.0114;26/08/2024
"ATON GREEN STORAGE";IT0005449464;ATON;"Euronext Growth Milan";EUR;5.85;5.85;5.70;5.85;"26/08/2024 13:10";CET;3500;20275.00;5.85;26/08/2024
ATOS;FR0000051732;2ATO;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
ATOS;FR0000051732;4ATO;EuroTLX;EUR;1.0135;1.0135;1.0135;1.0135;"24/07/2024 16:26";CET;50;50.68;'0.8402;26/08/2024
ATOS;FR0000051732;ATO;"Euronext Paris";EUR;'0.83;'0.8448;'0.83;'0.8314;"26/08/2024 17:35";CET;634804;'530769.86;'0.8314;26/08/2024
